Наименование,Описание,Категория,Цена,Фото
«Spring»‎‎,"Огурцы, черри, микс-салат, редиска, морковь, брокколи, цветная капуста",Салаты,380 с,https://nambafood.kg/dish_image/136893.png
Говядина в имбирном соусе,"Говядина, черри, микс-салат, перепелиное яйцо, имбирный соус",Салаты,460 с,https://nambafood.kg/dish_image/136895.png
Руккола с креветками,"Креветки, черри, лимон, кедровые орехи, оливковое масло",Салаты,480 с,https://nambafood.kg/dish_image/136897.png
Витаминка,"Яблоко, свекла, капуста, морковь, кисло-сладкий соус",Салаты,220 с,https://nambafood.kg/dish_image/136943.png
Запеченная свекла с сыром бри,,Салаты,320 с,https://nambafood.kg/dish_image/141922.png
Кимпаб с говядиной,,Ким-паб,320 с,https://nambafood.kg/dish_image/142169.png
Кимпаб с тунцом,,Ким-паб,340 с,https://nambafood.kg/dish_image/142170.png
Кимпаб с сыром,,Ким-паб,320 с,https://nambafood.kg/dish_image/142171.png
Солянка,,Супы,350 с,https://nambafood.kg/dish_image/141932.png
Куриный суп лапша,,Супы,290 с,https://nambafood.kg/dish_image/136904.png
Грибной крем суп из шампиньонов,250 г,Супы,290 с,https://nambafood.kg/dish_image/136898.png
Суп из Брокколи,250 г,Супы,290 с,https://nambafood.kg/dish_image/136899.png
Чучвара,,Супы,310 с,https://nambafood.kg/dish_image/130327.png
Том Ям,350 гр. Тайский кисло–острый суп из морепродуктов.,Супы,530 с,https://nambafood.kg/dish_image/136900.png
Пепперони,"Соус, моцарелла, колбаса",Fast food,540 с,https://nambafood.kg/dish_image/143615.png
Мексиканка,"Cоус, моцарелла, говядина, кукуруза, болгарский перец, острый перец",Fast food,690 с,https://nambafood.kg/dish_image/143617.png
Гавайская,"Cоус, моцарелла, курица, ананас, кукуруза ,базилик",Fast food,640 с,https://nambafood.kg/dish_image/143618.png
Гамбургер с говядиной,,Fast food,570 с,https://nambafood.kg/dish_image/143635.png
Гамбургер с курицей,,Fast food,470 с,https://nambafood.kg/dish_image/143636.png
Чизбургер с говядиной,,Fast food,520 с,https://nambafood.kg/dish_image/143637.png
Чизбургер с курицей,,Fast food,490 с,https://nambafood.kg/dish_image/143638.png
Фетучини с грибами и курицей,300 г,Пасты,450 с,https://nambafood.kg/dish_image/136905.png
Паста «Болоньезе»,300 г,Пасты,420 с,https://nambafood.kg/dish_image/136906.png
Паста  Али Оли,"300 гр. Паста, томатный соус  с овощами, перец чили, оливковое масло.",Пасты,360 с,https://nambafood.kg/dish_image/136907.png
Фетучини с креветками в соусе «Песто»‎‎,,Пасты,480 с,https://nambafood.kg/dish_image/136909.png
Френч фрайз «Болоньезе»‎‎,"Фри, говяжий фарш, лук, морковь, черри, пармезан, луковый соус",Пасты,410 с,https://nambafood.kg/dish_image/136911.png
Так Пулькоги,Жареная курица в кисло сладком соусе,Корейская традиционная кухня,500 с,https://nambafood.kg/dish_image/143053.png
Токк кальби (Говяжья котлета),,Корейская традиционная кухня,500 с,https://nambafood.kg/dish_image/143054.png
Мини чебуреки,,Горячие блюда,310 с,https://nambafood.kg/dish_image/136913.png
Вареники с жареным луком,,Горячие блюда,260 с,https://nambafood.kg/dish_image/136915.png
Куриная грудка на лингвини из кабачка,"Куриное филе, сливочный соус, кабачки микс - салат",Горячие блюда,560 с,https://nambafood.kg/dish_image/136921.png
Мясо с овощами,,Горячие блюда,390 с,https://nambafood.kg/dish_image/136919.png
Чиккинкас,,Горячие блюда,490 с,https://nambafood.kg/dish_image/136917.png
Тибон стейк,,Стейки,990 с,https://nambafood.kg/dish_image/136923.png
Медальоны,"Бон филе, овощи на гриле, перечный соус",Стейки,790 с,https://nambafood.kg/dish_image/136927.png
Рибай стейк,"С гарниром: картофель по деревенски, и грибной соус",Стейки,1090 с,https://nambafood.kg/dish_image/136925.png
Стейк из семги,"Филе семги, шпинат в сливочном соусе с грибами, грибной соус",Стейки,840 с,https://nambafood.kg/dish_image/136929.png
Стейк «New york»‎‎,"Кукуруза на гриле, помидоры черри и соус сальса",Стейки,1090 с,https://nambafood.kg/dish_image/141933.png
Сосиски на гриле,"Говяжьи сосиски, картофель по-домашнему, микс-салат, горчичный соус",Стейки,560 с,https://nambafood.kg/dish_image/141934.png
Люля кебаб с лавашом и с картофелем по-домашнему,"Лаваш, говяжий фарш, маринованные огурцы, картофель п-деревенски, маринованный лук, чесночный соус, сальса соус",Стейки,650 с,https://nambafood.kg/dish_image/141936.png
Наггетсы с фри,,Закуски,320 с,https://nambafood.kg/dish_image/136933.png
Клаб-сэндвич с курицей,"Тостерный хлеб, курица, помидоры, огурцы, яйцо, салат",Закуски,350 с,https://nambafood.kg/dish_image/136930.png
Клаб-сэндвич с семгой,"Тостерный хлеб, семга, помидоры, огурцы, яйцо, салат",Закуски,370 с,https://nambafood.kg/dish_image/136931.png
Сырная нарезка,"Бри, пармезан, моуарелла, дорблю, чечил, груша, виноград, грецкие орехи, мёд",Закуски,690 с,https://nambafood.kg/dish_image/136939.png
Фруктовая нарезка,Фрукты по сезону,Закуски,790 с,https://nambafood.kg/dish_image/136941.png
Премиум пивной сет,,Закуски,990 с,https://nambafood.kg/dish_image/141937.png
Мини пивной сет,,Закуски,550 с,https://nambafood.kg/dish_image/141938.png
Картофель фри,,Гарниры,150 с,https://nambafood.kg/dish_image/136945.png
Картофель по-деревенски,,Гарниры,170 с,https://nambafood.kg/dish_image/136947.png
Пюре,,Гарниры,120 с,https://nambafood.kg/dish_image/136949.png
Овощи гриль,,Гарниры,210 с,https://nambafood.kg/dish_image/136951.png
Отварной рис,,Гарниры,120 с,https://nambafood.kg/dish_image/136953.png
Песто,,Соусы,90 с,https://nambafood.kg/dish_image/136955.png
Барбекю,,Соусы,90 с,https://nambafood.kg/dish_image/136957.png
Сальса,,Соусы,90 с,https://nambafood.kg/dish_image/136958.png
Перечный,,Соусы,90 с,https://nambafood.kg/dish_image/136959.png
Американо с молоком,,Кофе,180 с,https://nambafood.kg/dish_image/137216.png
Эспрессо классический,,Кофе,140 с,https://nambafood.kg/dish_image/130338.png
Латте,,Кофе,220 с,https://nambafood.kg/dish_image/130339.png
Латте зеленый,,Кофе,270 с,https://nambafood.kg/dish_image/130340.png
Шоколадный латте,,Кофе,320 с,https://nambafood.kg/dish_image/130341.png
Капучино,,Кофе,210 с,https://nambafood.kg/dish_image/130342.png
Ванильный раф,,Кофе,250 с,https://nambafood.kg/dish_image/130343.png
Венское кофе «Новинка»,,Кофе,250 с,https://nambafood.kg/dish_image/130348.png
Карамельный Маккиато,,Кофе,280 с,https://nambafood.kg/dish_image/130344.png
Мокко,,Кофе,220 с,https://nambafood.kg/dish_image/130345.png
Вишневый Мокко,,Кофе,230 с,https://nambafood.kg/dish_image/130346.png
Малиновый Мокко,,Кофе,230 с,https://nambafood.kg/dish_image/130347.png
Айс Американо,,Айс кофе,160 с,https://nambafood.kg/dish_image/130349.png
Айс Капучино,,Айс кофе,210 с,https://nambafood.kg/dish_image/130350.png
Айс Латте,,Айс кофе,220 с,https://nambafood.kg/dish_image/130351.png
Матча-эспрессо «Новинка»,,Айс кофе,320 с,https://nambafood.kg/dish_image/130355.png
Матча Виенна «Новинка»,,Айс кофе,240 с,https://nambafood.kg/dish_image/130357.png
Зеленый латте «Новинка»,,Айс кофе,270 с,https://nambafood.kg/dish_image/130374.png
Айс Карамаленьй Маккиато,,Айс кофе,320 с,https://nambafood.kg/dish_image/130352.png
Фраппучино «Новинка»,,Айс кофе,360 с,https://nambafood.kg/dish_image/130356.png
Аффогато,,Айс кофе,220 с,https://nambafood.kg/dish_image/130353.png
Бамбл кофе,,Айс кофе,220 с,https://nambafood.kg/dish_image/130354.png
Шоколадный,,Молочные коктейли,270 с,https://nambafood.kg/dish_image/130371.png
Клубничный,,Молочные коктейли,270 с,https://nambafood.kg/dish_image/130372.png
Ванильный,,Молочные коктейли,270 с,https://nambafood.kg/dish_image/130373.png
Белгийский шоколад,,Горячий шоколад,260 с,https://nambafood.kg/dish_image/130375.png
Белый белгийский шоколад,,Горячий шоколад,260 с,https://nambafood.kg/dish_image/130376.png
Какао с маршмэллоу,,Горячий шоколад,260 с,https://nambafood.kg/dish_image/130377.png
Рубиновый Грейпфрут,,Лимонады,240 с,https://nambafood.kg/dish_image/130358.png
Лимонный,,Лимонады,240 с,https://nambafood.kg/dish_image/130359.png
Облепиховый,,Лимонады,240 с,https://nambafood.kg/dish_image/130360.png
Сангрия,,Лимонады,240 с,https://nambafood.kg/dish_image/130361.png
Мохито,,Лимонады,260 с,https://nambafood.kg/dish_image/130362.png
Ягодный,,Лимонады,260 с,https://nambafood.kg/dish_image/130363.png
Малиновый,,Лимонады,390 с,https://nambafood.kg/dish_image/130364.png
Вишневый,,Лимонады,390 с,https://nambafood.kg/dish_image/130365.png
Смородиновый,,Лимонады,390 с,https://nambafood.kg/dish_image/130366.png
Клубничный смузи,,Смузи,320 с,https://nambafood.kg/dish_image/130367.png
Ягодный смузи,,Смузи,320 с,https://nambafood.kg/dish_image/130368.png
Киви смузи,,Смузи,320 с,https://nambafood.kg/dish_image/130369.png
