Наименование,Описание,Категория,Цена,Фото
Рис креветками и овощами,"Лук репчатый, морковка, болгарский перец, рис, чеснок, яйцо, халапеньо, креветки , лук зелёный и кунжут",Горячие блюда,270 с,https://nambafood.kg/dish_image/143975.png
Рис с говядиной и овощами,"Лук репчатый, морковка, болгарский перец, рис, чеснок, яйцо, халапеньо, говядина, лук зелёный и кунжут",Горячие блюда,260 с,https://nambafood.kg/dish_image/143976.png
Филадельфия сет,"32 шт. Фила лайт , фила с огурцом, фила унаги лайт, фила танашими",Сеты,1150 с,https://nambafood.kg/dish_image/143977.png
Премиум сет,"32 шт. Манхэттен, фила роял, фила люкс, флорайдо",Сеты,1400 с,https://nambafood.kg/dish_image/144116.png
Сет «Премиум»‎‎ для двоих,"16 шт. Нью-Йорк, фила роял, фила люкс, сушки с лососем 2 шт., сушки с креветками 2 шт.",Сеты,900 с,https://nambafood.kg/dish_image/143979.png
Сет «Торт»‎‎,"94 шт. Калифорния, хибана, аками, лава эби, лава саби, филадельфия с огурцом, мини ролл с лососем, мини ролл с угрем, мини ролл с крабом, мини ролл с креветками, мини ролл с огурцом",Сеты,2600 с,https://nambafood.kg/dish_image/143980.png
Сет «Жара»‎‎,"40 шт. Филадельфия темпура, сяке темпура, цезарь биг, цезарь темпура, эби темпура",Сеты,1450 с,https://nambafood.kg/dish_image/143981.png
Сет «Топчик»‎‎,"40 шт. Мини ролл с лососем, мини ролл с креветками, мини ролл с крабом, мини ролл с омлетом, мини ролл с угрем",Сеты,700 с,https://nambafood.kg/dish_image/143982.png
Сет «Темпура хит»‎‎,"24 шт. Лава темпура, калифорния темпура, филадельфия темпура",Сеты,845 с,https://nambafood.kg/dish_image/143983.png
Сет «Три Цезаря»‎‎,"24 шт. Цезарь биг, цезарь ролл, цезарь темпура",Сеты,780 с,https://nambafood.kg/dish_image/144117.png
Комбо сет 1,"Пицца маргарита 30 см, фри, наггетсы 5 шт., филадельфия лайт 8 шт.",Сеты,670 с,https://nambafood.kg/dish_image/143985.png
Комбо сет 2,"Пицца пепперони 30 см, фри, крылышки 8 шт., цезарь биг 8 шт.",Сеты,880 с,https://nambafood.kg/dish_image/143986.png
Комбо сет 3,"Пицца пепперони 30 см, фри, филадельфия темпура 8 шт., овощная тортилья 8 шт., дубай 5 шт., картошка по-деревенски + Coca Cola 1 л",Сеты,1350 с,https://nambafood.kg/dish_image/143987.png
Детское комбо,"Пицца маргарита 30 см. фри, наггетсы 5 шт., + fuse tea 0,5 л",Сеты,470 с,https://nambafood.kg/dish_image/143988.png
Легенда ролл,"Сыр сливочный, томат, лосось жаренный и микс огонь",Запеченные Роллы,320 с,https://nambafood.kg/dish_image/143990.png
Ногана тортилья,"Сыр сливочный, огурец, томат, курица и красный тобико",Запеченные Роллы,320 с,https://nambafood.kg/dish_image/143991.png
Вулкан,"Сыр сливочный, краб, креветки и майонез",Запеченные Роллы,290 с,https://nambafood.kg/dish_image/143992.png
Дубай,"Краб, омлет, микс аяши , соус унаги и кунжут",Запеченные Роллы,230 с,https://nambafood.kg/dish_image/143993.png
Запеченная классика,"Сыр сливочный, лосось, майонез и масаго",Запеченные Роллы,285 с,https://nambafood.kg/dish_image/143994.png
Запеченный мини крабик,"Краб, сыр майонез, соус унаги и кунжут",Запеченные Роллы,240 с,https://nambafood.kg/dish_image/143995.png
Запеченные с креветкой,"Креветки, огурцы, сыр майонез, кунжут и соус унаги",Запеченные Роллы,285 с,https://nambafood.kg/dish_image/143996.png
Запеченный с курицей,"Сыр сливочный, томат, курица, сыр майонез и соус унаги",Запеченные Роллы,270 с,https://nambafood.kg/dish_image/143997.png
Запеченный с лососем,"Сыр сливочный, огурцы, лосось, сыр майонез и соус унаги",Запеченные Роллы,275 с,https://nambafood.kg/dish_image/143998.png
Изуми,"Курица, томат, сыр спайс и соус унаги",Запеченные Роллы,265 с,https://nambafood.kg/dish_image/143999.png
Лава темпура,"Сыр сливочный, омлет и соус лава",Запеченные Роллы,315 с,https://nambafood.kg/dish_image/144000.png
Якимашита,"Креветки, огурцы, омлет, сыр спайси и соус унаги",Запеченные Роллы,295 с,https://nambafood.kg/dish_image/144001.png
Ямаха,"Сыр сливочный, омлет, сыр майонез, соус унаги, кунжут",Запеченные Роллы,260 с,https://nambafood.kg/dish_image/144002.png
Сочный,"Сыр сливочный, креветки, лосось, сочный микс и красный тобико",Запеченные Роллы,289 с,https://nambafood.kg/dish_image/144003.png
Токио,"Сыр сливочный, креветки, микс аяши, соус унаги и кунжут",Запеченные Роллы,270 с,https://nambafood.kg/dish_image/144004.png
Филадельфия темпура,"Лосось,краб и сыр сливочный",Темпура роллы,319 с,https://nambafood.kg/dish_image/144005.png
Эби темпура,"Сыр сливочный, креветки и соус спайс",Темпура роллы,290 с,https://nambafood.kg/dish_image/144006.png
Сяки темпура,"Сыр сливочный, огурец и лосось",Темпура роллы,270 с,https://nambafood.kg/dish_image/144007.png
Унаги темпура,"Сыр сливочный, огурец, угорь, имбирь, соус унаги и кунжут",Темпура роллы,310 с,https://nambafood.kg/dish_image/144008.png
Калифорния темпура,"Краб, огурец, омлет и оранжевый тобико",Темпура роллы,260 с,https://nambafood.kg/dish_image/144009.png
Горячий мегаролл,"Сыр сливочный, краб, лосось, тобико и соус унаги",Темпура роллы,330 с,https://nambafood.kg/dish_image/144010.png
Мега ролл с хрустящей креветкой,"Сыр сливочный, креветки темпура, соус ширача и икра тобико",Темпура роллы,340 с,https://nambafood.kg/dish_image/144115.png
Филадельфия классика,Сыр сливочный и соус унаги,Роллы,360 с,https://nambafood.kg/dish_image/144012.png
Филадельфия огурец,"Сыр сливочный, огурец, лосось, соус унаги и зелёный тобико",Роллы,330 с,https://nambafood.kg/dish_image/144013.png
Филадельфия лайт,"Сыр сливочный, огурец, лосось, соус унаги и зелёный тобико",Роллы,280 с,https://nambafood.kg/dish_image/144014.png
Филадельфия люкс,"Сыр сливочный, огурец, лосось и икра лосось",Роллы,390 с,https://nambafood.kg/dish_image/144015.png
Филадельфия роял,"Сыр сливочный, огурец, лосось, сыр сливочный и икра",Роллы,370 с,https://nambafood.kg/dish_image/144016.png
Филадельфия унаги лайт,"Сыр сливочный, огурец, угорь, соус унаги и кунжут",Роллы,300 с,https://nambafood.kg/dish_image/144017.png
Манхэттен ролл,"Сыр сливочный, огурец, угорь, соус унаги и кунжут",Роллы,390 с,https://nambafood.kg/dish_image/144018.png
Нью-Йорк ролл,"Сыр сливочный, лосось, имбирь, угорь, соус унаги и кунжут",Роллы,390 с,https://nambafood.kg/dish_image/144019.png
Американо ролл,"Сыр сливочный, омлет, угорь и лосось опаленный",Роллы,375 с,https://nambafood.kg/dish_image/144020.png
Гонконг,"Сыр сливочный, огурец, лосось перец, лук зелёный и соус унаги",Роллы,295 с,https://nambafood.kg/dish_image/144021.png
Калифорния с крабом,"Краб, огурец, омлет, тобико и соус унаги",Роллы,240 с,https://nambafood.kg/dish_image/144022.png
Калифорния с креветками,"Креветки, огурец, сыр сливочный, омлет и соус унаги",Роллы,259 с,https://nambafood.kg/dish_image/144023.png
Флорайдо ролл,"Сыр сливочный, огурец, красный тобико, креветки и соус спайс",Роллы,390 с,https://nambafood.kg/dish_image/144024.png
Цезарь биг,"Сыр сливочный, огурец, томат, курица,соус спайс и соус цезарь",Роллы,330 с,https://nambafood.kg/dish_image/144025.png
Цезарь ролл,"Салат, курица, томат и соус цезарь",Роллы,279 с,https://nambafood.kg/dish_image/144028.png
Ябо ролл,"Жаренный лосось, лук зелёный и брюле",Роллы,285 с,https://nambafood.kg/dish_image/144026.png
Танашими ролл,"Сыр сливочный, огурец, омлет, угорь, соус унаги и кунжут",Роллы,329 с,https://nambafood.kg/dish_image/144027.png
Coca-Cola 1 л,,Напитки,85 с,https://nambafood.kg/dish_image/144183.png
"Coca-cola 0,5 л",,Напитки,50 с,https://nambafood.kg/dish_image/144184.png
Fanta 1 л,,Напитки,85 с,https://nambafood.kg/dish_image/144185.png
"Fanta 0,5 л",,Напитки,50 с,https://nambafood.kg/dish_image/144186.png
Sprite 1 л,,Напитки,85 с,https://nambafood.kg/dish_image/144187.png
"Sprite 0,5 л",,Напитки,50 с,https://nambafood.kg/dish_image/144188.png
Bonaqua 1 л,,Напитки,40 с,https://nambafood.kg/dish_image/144189.png
