Наименование,Описание,Категория,Цена,Фото
Грибной шашлык,Для разнообразия предлагаем попробовать ароматный и вкусный шашлык из вкуснейших шампиньонов.,Шашлыки,250 с,https://nambafood.kg/dish_image/109169.png
Шашлык из картошки,Самый вкусный картофель с аппетитной корочкой приготовленный на углях.,Шашлыки,100 с,https://nambafood.kg/dish_image/109170.png
Форель на углях,"Полезная, тающая во рту рыба на углях. (Готовится в течение часа)",Шашлыки,600 с,https://nambafood.kg/dish_image/109171.png
Печень с курдюком,Шашлык из печени в сочетании с кусочками сочного бараньего курдюка.,Шашлыки,220 с,https://nambafood.kg/dish_image/109173.png
Лаваш,"Самый настоящий, тоненький лаваш.",Шашлыки,40 с,https://nambafood.kg/dish_image/109174.png
Соус для шашлыка,"Томатный, ароматный соус со специями идеально сочетается с мясом на углях.",Шашлыки,50 с,https://nambafood.kg/dish_image/109175.png
Карабах ассорти,"Говядина 1 шт., баранина мякоть 2 шт., антрекот 1 шт., ребра 1 шт., карабах 1 шт., люля 2 шт., овощной 1 шт., картошка 1 шт., шампиньон 1 шт., почка 1 шт., печень в рубашке 1 шт.",Ассорти из шашлыков,5000 с,https://nambafood.kg/dish_image/109176.png
Ассорти от шефа,"Говядина 1 шт., баранина мякоть 1 шт., антрекот 1 шт., ребра 1шт., окорочка 1 шт., филе 1 шт., крылышки 1 шт., люля кебаб 2 шт., овощной 1 шт., картофель 1 шт.",Ассорти из шашлыков,3000 с,https://nambafood.kg/dish_image/109177.png
Ассорти куриное,"Куриное филе, крылышки, окорочка, деликатес с филе 2 шт.",Ассорти из шашлыков,2000 с,https://nambafood.kg/dish_image/109178.png
Мясная тарелка,"400 гр. Сытная и вкусная закуска из говяжьего языка, варёной и копчёной говядины.",Закуски,600 с,https://nambafood.kg/dish_image/109179.png
Сырная тарелка,"400 гр. Разнообразие вкуса разных сортов сыра. Пармезан, фетакса, моцарелла, камамбер.",Закуски,600 с,https://nambafood.kg/dish_image/109181.png
Рулетики из баклажан с орехами,"7 шт. Рулетики из баклажан с потрясающей начинкой с сыром фетакса и орехами, посыпанные зернами граната.",Закуски,350 с,https://nambafood.kg/dish_image/109182.png
Кавказская нарезка,"Нарезка из свежих овощей. Помидор, огурец, болгарский перец с зеленью и с сыром брынза будет прекрасным дополнением к мясу.",Закуски,350 с,https://nambafood.kg/dish_image/109183.png
Овощная нарезка,"Для здоровья и вашей фигуры полезное дополнение к любому блюду. Помидор, огурец, болгарский перец, зелень, красный лук.",Закуски,300 с,https://nambafood.kg/dish_image/109184.png
Соленья,"350 гр. Вкусные и ароматные соленые помидоры, огурцы, капуста, патиссоны.",Закуски,300 с,https://nambafood.kg/dish_image/109185.png
Сельдь по-русски,"350 гр. Идеальная закуска под рюмочку. Сельдь, отварной картофель, огурец, зерна граната.",Закуски,350 с,https://nambafood.kg/dish_image/109186.png
Куриная нарезка,"400 гр. Куриное филе, грудинка копчёная, утиное филе.",Закуски,500 с,https://nambafood.kg/dish_image/109187.png
Фруктовое ассорти,300 гр. Фрукты по сезону.,Закуски,600 с,https://nambafood.kg/dish_image/109188.png
Соленые огурцы,150 гр.,Закуски,100 с,https://nambafood.kg/dish_image/109189.png
Соленые помидоры,150 гр.,Закуски,100 с,https://nambafood.kg/dish_image/109190.png
Капуста соленая,150 гр.,Закуски,100 с,https://nambafood.kg/dish_image/109191.png
Брынза,100 гр.,Закуски,200 с,https://nambafood.kg/dish_image/109192.png
Зелень,100 гр.,Закуски,100 с,https://nambafood.kg/dish_image/109194.png
Карабах мясной,"300 гр. Сытный, мясной салат из отварной говядины с добавлением зелени, репчатого лука, зерна граната и заправленным майонезом.",Салаты,350 с,https://nambafood.kg/dish_image/109195.png
Цезарь с курицей,"300 гр. Всеми любимый классический цезарь. Айсберг, лист салата, куриное филе, сухарики и соус цезарь.",Салаты,350 с,https://nambafood.kg/dish_image/109196.png
Цезарь с креветками,"Для любителей морепродуктов, любимый цезарь с новым вкусом.Айсберг, лист салата, креветки, сухарики и соус цезарь.",Салаты,400 с,https://nambafood.kg/dish_image/109197.png
Греческий салат,"300 гр. Полезный овощной салат. Помидор, огурец, болгарский перец, сыр фетакса, маслины.",Салаты,300 с,https://nambafood.kg/dish_image/109198.png
Мангал салат,"300 гр. Всеми любимый классический цезарь. Айсберг, лист салата, куриное филе, сухарики и соус цезарь.",Салаты,300 с,https://nambafood.kg/dish_image/109199.png
Чабан салат,"300 гр. Красочный овощной салат из помидора, огурца и зелени заправленным соком лимона.",Салаты,270 с,https://nambafood.kg/dish_image/109200.png
Столичный салат,"300 гр. Вкусный и очень сытный салат. Отварная говядина, картофель, морковь, яйцо, зеленый горошек, майонез.",Салаты,280 с,https://nambafood.kg/dish_image/109201.png
Острый язык,"300 гр. Вкусный и очень сытный салат. Отварная говядина, картофель, морковь, яйцо, зеленый горошек, майонез.",Салаты,350 с,https://nambafood.kg/dish_image/109202.png
Гнездо,"300 гр. Интересный, необычный и очень вкусный салат. Огурец соленый или свежий, яйцо, курица, картофель пай, майонез.",Салаты,280 с,https://nambafood.kg/dish_image/109203.png
Свежий салат,"300 гр. Всеми любимый классический цезарь. Айсберг, лист салата, куриное филе, сухарики и соус цезарь.",Салаты,250 с,https://nambafood.kg/dish_image/109204.png
Баклажаны хрустящие,"300 гр. Жареные баклажаны с хрустящей корочкой в сочетании со свежим помидором, болгарским перцем и зеленью.",Салаты,300 с,https://nambafood.kg/dish_image/109205.png
Мужской каприз,"300 гр. Пикантный и необычно вкусный салат. Соленый огурец, яйцо, голландский сыр, говядина, майонез.",Салаты,300 с,https://nambafood.kg/dish_image/109206.png
Пекинский салат,"300 гр. Необычный, вкусный салат подарит вам настоящее удовольствие. Говядина, огурец, зелень, морковь, кунжут.",Салаты,300 с,https://nambafood.kg/dish_image/109207.png
Фруктовый салат,"250 гр. Сладкий, полезный, витаминный салат. Понравится и взрослым и детям. Киви, банан, яблоко, мандарин, апельсин.",Салаты,300 с,https://nambafood.kg/dish_image/109208.png
Фирменный суп Карабах,"Сытный, очень вкусный и полезный суп. Говядина, зеленая фасоль, картофель, помидор, зелень.",Первые блюда,300 с,https://nambafood.kg/dish_image/109209.png
Хашлама,"Нежная, ароматная баранина в собственном соку с овощами.",Первые блюда,300 с,https://nambafood.kg/dish_image/109210.png
Кюфта-бозбаш,"Национальный любимый суп с большими фрикадельками. Говядина, баранина, картофель, помидор, зелень.",Первые блюда,250 с,https://nambafood.kg/dish_image/109211.png
Бозбаш,"Говядина, баранина, картофель, лук, помидор, зелень.",Первые блюда,250 с,https://nambafood.kg/dish_image/109212.png
Солянка мясная,"Вкуснейшая, ароматная солянка. Говядина, куриное филе, копченая грудинка, соленые огурцы, маслины, зелень.",Первые блюда,250 с,https://nambafood.kg/dish_image/109213.png
Чечевичный суп,"Полезный, сытный супчик.",Первые блюда,200 с,https://nambafood.kg/dish_image/109214.png
Окрошка мясная,"Легкий, освежающий супчик. Говядина, огурец, айран, сметана, яйцо, картофель.",Первые блюда,200 с,https://nambafood.kg/dish_image/109215.png
Дюшбара,Вкусные азербайджанские пельмешки из ароматного бараньего фарша не оставят вас равнодушными.,Первые блюда,250 с,https://nambafood.kg/dish_image/109216.png
Жаровня говядина,"Жареное мясо с овощами в кипящем масле. Говядина, помидор, болгарский перец, лук, зелень.",Вторые блюда,370 с,https://nambafood.kg/dish_image/109219.png
Жаровня баранина,"Жареное мясо с овощами в кипящем масле. Баранина, помидор, болгарский перец, лук, зелень.",Вторые блюда,350 с,https://nambafood.kg/dish_image/109220.png
Жаровня из курицы,"Жареное мясо с овощами в кипящем масле. Курица, помидор, болгарский перец, лук, зелень.",Вторые блюда,320 с,https://nambafood.kg/dish_image/109221.png
Чыгыртма,"Аппетитное и ароматное блюдо из курицы. Крылышки, куриное филе, помидор, лук, зелень, яйцо.",Вторые блюда,260 с,https://nambafood.kg/dish_image/109217.png
Долма,"Невероятно вкусное и полезное блюдо. Виноградные листья фаршированные говяжье-бараньим фаршем с добавлением риса, зелени и мяты.",Вторые блюда,300 с,https://nambafood.kg/dish_image/109218.png
Маринад баранина мякоть 1 кг,,Маринады,1300 с,https://nambafood.kg/dish_image/141511.png
Маринад бараньи ребрышки 1 кг,,Маринады,1300 с,https://nambafood.kg/dish_image/141512.png
Маринад говядина 1 кг,,Маринады,1400 с,https://nambafood.kg/dish_image/141513.png
Маринад куриное филе 1 кг,,Маринады,800 с,https://nambafood.kg/dish_image/141514.png
Маринад куриные крылья 1 кг,,Маринады,700 с,https://nambafood.kg/dish_image/141515.png
Маринад люля кебаб 1 кг,,Маринады,1000 с,https://nambafood.kg/dish_image/141516.png
Маринад окорочка 1 кг,,Маринады,600 с,https://nambafood.kg/dish_image/141517.png
Хачапури по-Мегрельски большая,Потрясающе нежные хачапури из дрожжевого теста с сырной начинкой.,Хачапури,550 с,https://nambafood.kg/dish_image/109222.png
Хачапури по-Мегрельски маленькая,Потрясающе нежные хачапури из дрожжевого теста с сырной начинкой.,Хачапури,400 с,https://nambafood.kg/dish_image/109223.png
Хачапури с мясом - большая,Потрясающе нежные хачапури из дрожжевого теста с мясной начинкой.,Хачапури,650 с,https://nambafood.kg/dish_image/109225.png
Хачапури с мясом - маленькая,Потрясающе нежные хачапури из дрожжевого теста с мясной начинкой.,Хачапури,450 с,https://nambafood.kg/dish_image/109226.png
Хачапури с сыром и зеленью,Потрясающе нежные хачапури из дрожжевого теста с сырной начинкой и зеленью.,Хачапури,420 с,https://nambafood.kg/dish_image/109227.png
Кутабы с мясом,3 шт. Вкусные пирожки из тончайшего теста с мясной начинкой.,Хачапури,180 с,https://nambafood.kg/dish_image/109228.png
Кутабы с сыром,3 шт. Вкусные пирожки из тончайшего теста с мясной начинкой.,Хачапури,150 с,https://nambafood.kg/dish_image/109229.png
Кутабы с зеленью,3 шт. Вкусные пирожки из тончайшего теста с начинкой из зелени.,Хачапури,130 с,https://nambafood.kg/dish_image/109230.png
Кутабы с сыром и зеленью,3 шт. Вкусные пирожки из тончайшего теста с сыром и зеленью.,Хачапури,160 с,https://nambafood.kg/dish_image/109231.png
Картофель фри,,Гарниры,120 с,https://nambafood.kg/dish_image/109232.png
Картофель по-домашнему,"Картофель, чеснок, зелень.",Гарниры,120 с,https://nambafood.kg/dish_image/109233.png
Азербайджанский хлеб,,Гарниры,150 с,https://nambafood.kg/dish_image/109235.png
Хлеб,,Гарниры,50 с,https://nambafood.kg/dish_image/109236.png
Чесночный соус,,Соусы,50 с,https://nambafood.kg/dish_image/109237.png
Острый шашлычный,,Соусы,50 с,https://nambafood.kg/dish_image/109238.png
Кетчуп,,Соусы,50 с,https://nambafood.kg/dish_image/109239.png
Горчичный соус,,Соусы,50 с,https://nambafood.kg/dish_image/109240.png
Пахвала 3 шт,Вкуснейший национальный десерт с ореховой начинкой.,Десерты,200 с,https://nambafood.kg/dish_image/109241.png
Пахвала 1 шт,Вкуснейший национальный десерт с ореховой начинкой.,Десерты,80 с,https://nambafood.kg/dish_image/109242.png
Довга 250 мл,"Густой освежающий напиток. Айран, зелень, нюхут, рис.",Холодные напитки,60 с,https://nambafood.kg/dish_image/109243.png
Довга 1 л,"Густой освежающий напиток. Айран, зелень, нюхут, рис.",Холодные напитки,200 с,https://nambafood.kg/dish_image/109244.png
Айран 250 мл,,Холодные напитки,50 с,https://nambafood.kg/dish_image/109245.png
Айран 1 л,,Холодные напитки,150 с,https://nambafood.kg/dish_image/109246.png
Coca cola 1 л,,Холодные напитки,140 с,https://nambafood.kg/dish_image/109251.png
Fanta 1 л,,Холодные напитки,140 с,https://nambafood.kg/dish_image/109252.png
Sprite 1 л,,Холодные напитки,140 с,https://nambafood.kg/dish_image/109253.png
Компот Ягоды по сезону 1 л,,Холодные напитки,150 с,https://nambafood.kg/dish_image/109247.png
Клубничный милкшейк,,Молочные коктейли,170 с,https://nambafood.kg/dish_image/109248.png
Шоколадный милкшейк,,Молочные коктейли,170 с,https://nambafood.kg/dish_image/109249.png
Молочно-сливочный милкшейк,,Молочные коктейли,170 с,https://nambafood.kg/dish_image/109250.png
