Наименование,Описание,Категория,Цена,Фото
Филадельфия - Ниото,"Сливочный сыр, копченый лосось.",Роллы,389 с,https://nambafood.kg/dish_image/115023.png
Филадельфия - Любимый,"Сливочный сыр, яблоко, копченый лосось.",Роллы,389 с,https://nambafood.kg/dish_image/115024.png
Филадельфия - Нежный,"Сливочный сыр, тобико, лосось.",Роллы,389 с,https://nambafood.kg/dish_image/115025.png
Филадельфия - Классик,"Сливочный сыр, копченый лосось.",Роллы,389 с,https://nambafood.kg/dish_image/115032.png
Филадельфия - Хит,"Сливочный сыр, лосось.",Роллы,389 с,https://nambafood.kg/dish_image/115027.png
Филадельфия - Унаги,"Сливочный сыр, угорь, огурец, лосось.",Роллы,389 с,https://nambafood.kg/dish_image/115248.png
Филадельфия - Микс,"Сливочный сыр, лосось, тунец.",Роллы,389 с,https://nambafood.kg/dish_image/115049.png
Филадельфия - Грин,"Сливочный сыр, лосось, гриль, тобико.",Роллы,389 с,https://nambafood.kg/dish_image/115050.png
Филадельфия - Тобико,"Сливочный сыр, лосось, тобико.",Роллы,389 с,https://nambafood.kg/dish_image/115031.png
Филадельфия - Чука,"Сливочный сыр, лосось, чука.",Роллы,389 с,https://nambafood.kg/dish_image/115030.png
Калифорния - Гриль,"Лосось, тобико, снежный краб, гриль.",Роллы,379 с,https://nambafood.kg/dish_image/115035.png
Калифорния - Классик,"Снежный краб, тобико, авокадо.",Роллы,379 с,https://nambafood.kg/dish_image/115048.png
Калифорния - Сливочный,"Тобико, снежный краб, сливочный сыр.",Роллы,379 с,https://nambafood.kg/dish_image/115037.png
Калифорния - Копченый лосось,"Тобико, снежный краб, копченый лосось.",Роллы,379 с,https://nambafood.kg/dish_image/115033.png
Калифорния - Креветка,"Тобико, снежный краб, креветка.",Роллы,379 с,https://nambafood.kg/dish_image/115036.png
Калифорния - Чука,"Тобико, снежный краб, чука.",Роллы,379 с,https://nambafood.kg/dish_image/115039.png
Калифорния - Унаги,"Авокадо, угорь, снежный краб, тобико.",Роллы,379 с,https://nambafood.kg/dish_image/115038.png
Канада - Гриль,"Лосось, угорь, снежный краб, гриль.",Роллы,419 с,https://nambafood.kg/dish_image/115041.png
Канада - Чука,"Снежный краб, угорь, чука.",Роллы,419 с,https://nambafood.kg/dish_image/115047.png
Канада - Тобико,"Угорь, снежный краб, тобико.",Роллы,419 с,https://nambafood.kg/dish_image/115046.png
Канада - Тунец,"Угорь, снежный краб, тунец.",Роллы,419 с,https://nambafood.kg/dish_image/115044.png
Канада - Сливочный,"Угорь, снежный краб, сливочный сыр.",Роллы,419 с,https://nambafood.kg/dish_image/115043.png
Канада - Копченый лосось,"Угорь, снежный краб, копченый лосось.",Роллы,419 с,https://nambafood.kg/dish_image/115042.png
Канада - Креветка,"Угорь, снежный краб, креветка.",Роллы,419 с,https://nambafood.kg/dish_image/115045.png
Блэк Тай,"Угорь, тобико",Жареные роллы,349 с,https://nambafood.kg/dish_image/115247.png
Осако,"Тунец, тобико",Жареные роллы,349 с,https://nambafood.kg/dish_image/115745.png
Когава,"Тунец, угорь, лосось",Жареные роллы,349 с,https://nambafood.kg/dish_image/115249.png
Танука,"Сливочный сыр, лосось",Жареные роллы,349 с,https://nambafood.kg/dish_image/115054.png
Сандвей,"Лосось, тобико",Жареные роллы,349 с,https://nambafood.kg/dish_image/115055.png
Фукано,"Копченый лосось, томаго, соус «Хот»",Запеченные Роллы,339 с,https://nambafood.kg/dish_image/115056.png
Маширо,"Копченая курица, овощи, соус «Хот»",Запеченные Роллы,339 с,https://nambafood.kg/dish_image/115060.png
Колорадо,"Угорь, лосось, овощи",Запеченные Роллы,339 с,https://nambafood.kg/dish_image/115058.png
Хиро,"Острый соус, лосось, овощи, соус «Хот»",Запеченные Роллы,339 с,https://nambafood.kg/dish_image/115059.png
Мини роллы - Креветка,,Мини роллы,239 с,https://nambafood.kg/dish_image/115061.png
Мини роллы - Огурец,,Мини роллы,239 с,https://nambafood.kg/dish_image/115062.png
Мини роллы - Тунец,,Мини роллы,239 с,https://nambafood.kg/dish_image/115063.png
Мини роллы - Чука,,Мини роллы,239 с,https://nambafood.kg/dish_image/115065.png
Мини роллы - Лосось,,Мини роллы,239 с,https://nambafood.kg/dish_image/115066.png
Мини роллы - Копченый лосось,,Мини роллы,239 с,https://nambafood.kg/dish_image/115067.png
Мини роллы - Угорь,,Мини роллы,239 с,https://nambafood.kg/dish_image/115068.png
Фирменный ролл с угрем,,От шеф  повара,550 с,https://nambafood.kg/dish_image/114925.png
Фирменный ролл с лососем,,От шеф  повара,550 с,https://nambafood.kg/dish_image/114924.png
Фирменный ролл с креветкой,,От шеф  повара,550 с,https://nambafood.kg/dish_image/114926.png
Сет «Горячая штучка» 50 шт,"Сандвэй 10 шт., Микс 10 шт., Танука 10 шт., Осако 10 шт., Блэк Тай 10 шт.",Сеты,1639 с,https://nambafood.kg/dish_image/114773.png
Сет «Холостяк» 50 шт,"Запеченные роллы: с курицей 10 шт., с лососем 10 шт., с сыром 10 шт., с крабом 10 шт., с угрем 10 шт.",Сеты,1559 с,https://nambafood.kg/dish_image/114774.png
Сет «Я-Мини» 26 шт,"Канада с тигровой креветкой 4 шт., Калифорния 4 шт., Запеченный ролл с лососем 5 шт., Жареный ролл с лососем и сливочным сыром 5 шт., Филадельфия 8 шт.",Сеты,1369 с,https://nambafood.kg/dish_image/114775.png
Сет «Я» 46 шт,"Канада с тигровой креветкой 8 шт., - Калифорния 8 шт., Запеченный ролл с лососем 8 шт., Жареный ролл с лососем и сливочным сыром 10 шт., Филадельфия 8 шт.",Сеты,1889 с,https://nambafood.kg/dish_image/114776.png
Сет «Пошлая фила» 40 шт,"5 видов ролла Филадельфия: Классическая 8 шт., Угорь 8 шт., Краб 8 шт., Креветка 8 шт., Гриль 8 шт.",Сеты,1799 с,https://nambafood.kg/dish_image/114777.png
Гедза со шпинатом,,Горячие блюда,190 с,https://nambafood.kg/dish_image/114382.png
Гедза с говядиной,,Горячие блюда,200 с,https://nambafood.kg/dish_image/114383.png
Гедза с семгой,,Горячие блюда,220 с,https://nambafood.kg/dish_image/114384.png
Гедза ассорти,,Горячие блюда,240 с,https://nambafood.kg/dish_image/114385.png
Якитори эби,,Горячие блюда,450 с,https://nambafood.kg/dish_image/114510.png
Куриная грудка в сливочном соусе,,Горячие блюда,310 с,https://nambafood.kg/dish_image/114391.png
Рис,,Гарниры,90 с,https://nambafood.kg/dish_image/114512.png
Картофель фри,,Гарниры,120 с,https://nambafood.kg/dish_image/114513.png
Овощи гриль,,Гарниры,180 с,https://nambafood.kg/dish_image/114514.png
Картофельные крокеты,,Гарниры,120 с,https://nambafood.kg/dish_image/114515.png
Моти с сыром маскарпоне и фруктовым топингом,Невероятно нежный десерт на основе рисовой муки.,Десерты,380 с,https://nambafood.kg/dish_image/114394.png
Сладкий ролл «Радуга»,,Десерты,270 с,https://nambafood.kg/dish_image/114410.png
Лимонад - Мохито,1 л.,Лимонады,390 с,https://nambafood.kg/dish_image/114890.png
Лимонад - Тархун,1 л.,Лимонады,390 с,https://nambafood.kg/dish_image/114891.png
Лимонад - Лесные ягоды,1 л.,Лимонады,390 с,https://nambafood.kg/dish_image/114892.png
Лимонад - Манго & Маракуйя,1 л.,Лимонады,390 с,https://nambafood.kg/dish_image/114893.png
Лимонад - Ананас & Щавель,1 л.,Лимонады,390 с,https://nambafood.kg/dish_image/114894.png
Лимонад - Киви & Огурец,1 л.,Лимонады,390 с,https://nambafood.kg/dish_image/114895.png
Смузи - Манго & Маракуйя,,Смузи,250 с,https://nambafood.kg/dish_image/114896.png
Смузи - Клубника & Банан,,Смузи,250 с,https://nambafood.kg/dish_image/114897.png
Смузи - Ягодный,,Смузи,250 с,https://nambafood.kg/dish_image/114898.png
Coca Cola 1 л,,Напитки,110 с,https://nambafood.kg/dish_image/115069.png
Fanta 1 л,,Напитки,110 с,https://nambafood.kg/dish_image/114837.png
Sprite 1 л,,Напитки,110 с,https://nambafood.kg/dish_image/114840.png
Минеральная вода 1 л,,Напитки,90 с,https://nambafood.kg/dish_image/114842.png
Сок в ассортименте 1 л,,Напитки,230 с,https://nambafood.kg/dish_image/114843.png
