Наименование,Описание,Категория,Цена,Фото
Унаги Маки,,Классические роллы,280 с,https://nambafood.kg/dish_image/126638.png
Магуро Маки,,Классические роллы,280 с,https://nambafood.kg/dish_image/126640.png
Сет «Сакура»,"Эби маки, каппа маки, сяке маки, унаги маки.",Ассорти Ролл,800 с,https://nambafood.kg/dish_image/126642.png
Сет «Темпура»,"Унаги темпура, горячий ролл с курицей, сяке темпура.",Ассорти Ролл,1250 с,https://nambafood.kg/dish_image/126644.png
Сет «Фуне»,"Филадельфия, дракон, калифорния, магуро маки, эби маки.",Ассорти Ролл,1800 с,https://nambafood.kg/dish_image/126646.png
Сет «Умэ»,"Филадельфия VIP, Канада, Эби кунцей, сяке темпура, овощной ролл, магуро маки.",Ассорти Ролл,2150 с,https://nambafood.kg/dish_image/126648.png
Компот из сухофруктов 1 л,,Прохладительные напитки,160 с,https://nambafood.kg/dish_image/68983.png
Компот ягодный 1 л,,Прохладительные напитки,200 с,https://nambafood.kg/dish_image/68985.png
Айран 1 л,,Прохладительные напитки,160 с,https://nambafood.kg/dish_image/126655.png
Максым 1 л,,Прохладительные напитки,100 с,https://nambafood.kg/dish_image/68988.png
Чалап 1 л,,Прохладительные напитки,100 с,https://nambafood.kg/dish_image/68989.png
Жарма 1 л,,Прохладительные напитки,100 с,https://nambafood.kg/dish_image/68990.png
Бозо 1 л,,Прохладительные напитки,140 с,https://nambafood.kg/dish_image/68991.png
Натуральные соки 1 л,,Прохладительные напитки,220 с,https://nambafood.kg/dish_image/126649.png
Coca-Cola 1 л,,Прохладительные напитки,140 с,https://nambafood.kg/dish_image/126650.png
Fanta 1 л,,Прохладительные напитки,140 с,https://nambafood.kg/dish_image/126652.png
Sprite 1 л,,Прохладительные напитки,140 с,https://nambafood.kg/dish_image/126654.png
