Наименование,Описание,Категория,Цена,Фото
Острый огурчик,"Нарезанные огурцы и болгарский перец, заправленные оливковым маслом и паприкой",Салаты,180 с,https://nambafood.kg/dish_image/140830.png
Цезарь с курицей,"Легкий салат из свежих листьев салата айсберг, обжаренной курицы, помидоров черри, сухариков, заправленный соусом Цезарь и сыром Пармезан.",Салаты,340 с,https://nambafood.kg/dish_image/128852.png
Свежий,"Салат из свежих овощей (помидоры, огурцы, листья салата) заправленный растительным маслом.",Салаты,170 с,https://nambafood.kg/dish_image/128853.png
Сузмо салат,Восточный салат на основе сузмо и овощей отлично сочетается с пловом,Салаты,110 с,https://nambafood.kg/dish_image/140831.png
Европейский,Нежное мясо говядины с добавлением свежих овощей,Салаты,350 с,https://nambafood.kg/dish_image/140832.png
Греческий,"Свежие листья салата с добавлением огурцов, помидоров, сыра Фетакса, оливок и маслин, заправленный соусом на основе лимона.",Салаты,280 с,https://nambafood.kg/dish_image/128854.png
Витаминка,"Яблоко, свекла, капуста, лимон, сок. Сахар, соль, масло",Салаты,200 с,https://nambafood.kg/dish_image/140833.png
Любимый,"Салат из нарезанных овощей (огурцы, помидоры, красный болг.перец), колбасы и кукурузы, заправленный майонезом.",Салаты,270 с,https://nambafood.kg/dish_image/128855.png
Оливье,"Насыщенный салат с колбасой и отварными овощами (картофель, морковь, яйцо, горошек, соленые огурцы) заправленный майонезом.",Салаты,230 с,https://nambafood.kg/dish_image/128856.png
Салат с языком,"Острый салат с языком и овощами (помидоры, огурцы, лук) заправленный соусом на основе сои.",Салаты,290 с,https://nambafood.kg/dish_image/130200.png
Гнездо,"Салат с курицей и овощами (огурцы, картофель, яйцо, сыр) с добавление картофеля Пай, заправленный майонезом.",Салаты,280 с,https://nambafood.kg/dish_image/128859.png
Салат с баклажанами,Баклажаны в кисло-сладком соусе с добавлением помидоров и болг.перца.,Салаты,230 с,https://nambafood.kg/dish_image/128861.png
Нежный,"Нежный салат из курицы с добавлений яиц, марин.корнишонов и грибов(шампиньоны), заправленный майонезом укр. картофель Пай.",Салаты,270 с,https://nambafood.kg/dish_image/128862.png
Пикантный,"Пикантный салат с курицей(копченная) и сыром брынза с добавлением овощей (цв.капуста, помидоры, маслины), заправленный соусом.",Салаты,280 с,https://nambafood.kg/dish_image/128863.png
Шакарап,"Сочные, тонко нарезанные помидоры с добавлением лука",Салаты,100 с,https://nambafood.kg/dish_image/128864.png
Испанский,"Аппетитный салат из курицы и свежих овощей (цв.капуста, брокколи, кабачки, лук, помидоры) с добавлением шпината и сыра Фетакса, заправленный кисло-сладким соусом",Салаты,330 с,https://nambafood.kg/dish_image/140828.png
Анар,"Свежие листья салата, рукколы, с.айсберг. с добавлением тунца и овощей (огурцы, болг.перец, свекла, помидоры черри), заправленный гранатовым соусом и оливковым маслом. Украшен перепелиными яйцами гранатом, кунжутом, оливками и маслинами",Салаты,360 с,https://nambafood.kg/dish_image/140829.png
Шорпо,"Насыщенный бульон с бараньим ребрышком, овощами и кукурузой.",Супы,220 с,https://nambafood.kg/dish_image/128865.png
Шорпо из говядины,"Насыщенный бульон с говядиной, овощами и кукурузой",Супы,210 с,https://nambafood.kg/dish_image/139976.png
Мампар,Насыщенный суп с мясом телятины с добавлением овощей и кусочков теста.,Супы,195 с,https://nambafood.kg/dish_image/128866.png
Чучвара,Насыщенный суп с домашними пельменями.,Супы,195 с,https://nambafood.kg/dish_image/128867.png
Суп лапша,Легкий куриный суп с домашней лапшой.,Супы,195 с,https://nambafood.kg/dish_image/128868.png
Мясо по-казахски,Золотистый бульон с телятиной и тонкими кусочками теста.,Супы,210 с,https://nambafood.kg/dish_image/128870.png
Рамен,"Японское блюдо с лапшой, тофу, бульоном, и овощами.",Супы,220 с,https://nambafood.kg/dish_image/128872.png
Пирамида,,Блюда на заказ,280 с,https://nambafood.kg/dish_image/140843.png
Боорсок,,Блюда на заказ,280 с,https://nambafood.kg/dish_image/140844.png
Плов узгенский из говядины,1 кг. Предзаказ за 1.5 часа. Рассыпчатый плов из риса Девзира (желтая морковь).,Блюда на заказ,1800 с,https://nambafood.kg/dish_image/128876.png
Фирменный Анар,"Предзаказ за 1.5 часа. Фирменное блюдо от нашего шеф-повара, аппетитные бараньи ребра, мясо курицы (голень), фаршированный перец, мини-шашлычки (говядина+курдюк) и овощи (картофель, кукуруза), тушенные до готовности (на 6п).",Блюда на заказ,3200 с,https://nambafood.kg/dish_image/140850.png
VIP Плов,"Предзаказ за 1.5 часа. С добавками: нут, долма, казы, переп.яйца, на 6 персоны.",Блюда на заказ,2200 с,https://nambafood.kg/dish_image/140848.png
Ачуу эт,"Предзаказ за 1.5 часа. Кусочки говяжьего филе, обжаренные в масле с добавлением стручкового перца (на 3п).",Блюда на заказ,1500 с,https://nambafood.kg/dish_image/140852.png
Куурдак,"Предзаказ за 1.5 часа. Аппетитные бараньи ребра, обжаренные в масле с добавлением специй (на 3п).",Блюда на заказ,1450 с,https://nambafood.kg/dish_image/128877.png
Дымдама,"Предзаказ за 1.5 часа. Кусочки нежной баранины с добавлением овощей (капуста, картофель, лук, болг.перец, помидор) томящиеся в собственном соку(на 3-4п).",Блюда на заказ,1500 с,https://nambafood.kg/dish_image/128880.png
Нан басты,"Нежное мясо баранины, обжаренное на масле с добавлением золотистого картофеля и лепешечек (на 3-4п)",Блюда на заказ,1550 с,https://nambafood.kg/dish_image/140846.png
Пирожок с курицей,"Предзаказ за 1.5 часа. Сочная курица обжаренная в масле с добавлением цельного, золотистого картофеля (на 3-4п).",Блюда на заказ,1500 с,https://nambafood.kg/dish_image/128879.png
Плов лазер,Предзаказ за 1.5 часа. Рассыпчатый плов из риса Лазер с мясом баранины (желтая морковь).,Блюда на заказ,1700 с,https://nambafood.kg/dish_image/128875.png
Пирожок с бараниной,"Предзаказ за 1.5 часа. Сочные бараньи ребра обжаренные в масле с добавлением цельного, золотистого картофеля (на 3-4п).",Блюда на заказ,1500 с,https://nambafood.kg/dish_image/128878.png
Жареные пельмени,"Домашние пельмени, обжаренные до золотистой корочки.",Вторые блюда,200 с,https://nambafood.kg/dish_image/128844.png
Фрикасе,"Сочные кусочки куриного филе, томленные в сливочном соусе с добавлением грибов (шампиньоны).",Вторые блюда,280 с,https://nambafood.kg/dish_image/128884.png
Телятина с грибами,Нежные кусочки обжаренной телятины с добавлением грибов (шампиньонов) и репчатого лука.,Вторые блюда,320 с,https://nambafood.kg/dish_image/128885.png
Манты с мясом 5 шт.,Без дрожжевое тесто с мясной начинкой.,Вторые блюда,220 с,https://nambafood.kg/dish_image/130967.png
Стейк из семги,С рисом и овощами,Вторые блюда,690 с,https://nambafood.kg/dish_image/139973.png
Пельмени жареные,,Вторые блюда,200 с,https://nambafood.kg/dish_image/139975.png
Стейк из семги,с рисом и овощами,Вторые блюда,690 с,https://nambafood.kg/dish_image/140840.png
Манты жареные,,Вторые блюда,230 с,https://nambafood.kg/dish_image/140841.png
Телятина в сливочном соусе,"Нежное мясо телятины, тушенное в сливочном соусе с добавлением картошки и риса",Вторые блюда,310 с,https://nambafood.kg/dish_image/140842.png
Баранина мякоть,220 г,Шашлыки,290 с,https://nambafood.kg/dish_image/130506.png
Антрекот баранина,290 г,Шашлыки,390 с,https://nambafood.kg/dish_image/130507.png
Бараньи ребрышки,250 г,Шашлыки,370 с,https://nambafood.kg/dish_image/130509.png
Люля-Кебаб из говядины,,Шашлыки,260 с,https://nambafood.kg/dish_image/139977.png
Люля кебаб из баранины,280 г,Шашлыки,250 с,https://nambafood.kg/dish_image/130510.png
Шашлык печень в рубашке,300 г,Шашлыки,220 с,https://nambafood.kg/dish_image/130511.png
Шашлык из говядины,220 г,Шашлыки,310 с,https://nambafood.kg/dish_image/130512.png
Шашлык из баранины,220 г,Шашлыки,290 с,https://nambafood.kg/dish_image/130513.png
Шашлык из куриного филе,170 г,Шашлыки,220 с,https://nambafood.kg/dish_image/130515.png
Шашлык из куриных крыльев,280 г,Шашлыки,220 с,https://nambafood.kg/dish_image/130517.png
Шашлык из шампиньонов,280 г,Шашлыки,200 с,https://nambafood.kg/dish_image/130518.png
Овощной шашлык,400 г,Шашлыки,250 с,https://nambafood.kg/dish_image/130520.png
Ассорти шашлык,1800 г,Шашлыки,1850 с,https://nambafood.kg/dish_image/130521.png
Форель 1 кг.,1000г,Шашлыки,1100 с,https://nambafood.kg/dish_image/130968.png
Уч панджа с говядиной,,Шашлыки,550 с,https://nambafood.kg/dish_image/140834.png
Уч панджа с бараниной,,Шашлыки,550 с,https://nambafood.kg/dish_image/140835.png
Форель маленькая,,Шашлыки,420 с,https://nambafood.kg/dish_image/140836.png
Печень с курдюком,,Шашлыки,220 с,https://nambafood.kg/dish_image/140837.png
Шашлык из почки,,Шашлыки,150 с,https://nambafood.kg/dish_image/140838.png
Картошка шашлык,,Шашлыки,100 с,https://nambafood.kg/dish_image/140839.png
Маринад из баранины,1 кг,Маринады,1200 с,https://nambafood.kg/dish_image/130522.png
Маринад из говядины,1 кг,Маринады,1200 с,https://nambafood.kg/dish_image/130523.png
Маринад из крылышек,1 кг,Маринады,500 с,https://nambafood.kg/dish_image/130525.png
Маринад из куриного филе,1 кг,Маринады,500 с,https://nambafood.kg/dish_image/130526.png
Соус к шашлыку,,Дополнительно,50 с,https://nambafood.kg/dish_image/130527.png
Маринованный лук,,Дополнительно,30 с,https://nambafood.kg/dish_image/130528.png
Боорсоки,200 гр.,Выпечка,70 с,https://nambafood.kg/dish_image/128888.png
Лепешка,,Выпечка,50 с,https://nambafood.kg/dish_image/128889.png
Кутаб с сыром и помидором,Тонкие лепешки с начинкой.,Выпечка,80 с,https://nambafood.kg/dish_image/128890.png
Кутаб с сыром и зеленью,Тонкие лепешки с начинкой.,Выпечка,80 с,https://nambafood.kg/dish_image/128891.png
Самсы с мясом,1 шт. Говядина,Выпечка,65 с,https://nambafood.kg/dish_image/128892.png
Самсы с курицей,1 шт. Курица,Выпечка,65 с,https://nambafood.kg/dish_image/128893.png
Фри,,Гарниры,100 с,https://nambafood.kg/dish_image/128894.png
Гречка,,Гарниры,60 с,https://nambafood.kg/dish_image/128896.png
Рис,,Гарниры,60 с,https://nambafood.kg/dish_image/128897.png
Пюре,,Гарниры,80 с,https://nambafood.kg/dish_image/128895.png
Аджика,"Жгучий соус из свежих овощей (помидор, огурцы, чеснок, паприка).",Соусы,50 с,https://nambafood.kg/dish_image/128898.png
Сливочный,Нежный соус с сыром Виола в сочетании со сливками,Соусы,50 с,https://nambafood.kg/dish_image/128899.png
Чесночный,"Соус на основе душистых трав, измельченного чеснока и майонеза.",Соусы,50 с,https://nambafood.kg/dish_image/128900.png
Сузмо,Национальный кисло-молочный продукт,Соусы,50 с,https://nambafood.kg/dish_image/128901.png
Наршараб,Гранатовый соус,Соусы,100 с,https://nambafood.kg/dish_image/128902.png
Pepsi 1 л,,Напитки,100 с,https://nambafood.kg/dish_image/130195.png
Mirinda 1 л,,Напитки,100 с,https://nambafood.kg/dish_image/130196.png
7up 1 л,,Напитки,100 с,https://nambafood.kg/dish_image/130197.png
Asu 1 л,,Напитки,40 с,https://nambafood.kg/dish_image/130198.png
Компот 1 л.,,Напитки,120 с,https://nambafood.kg/dish_image/130969.png
Чалап 1 л.,,Напитки,120 с,https://nambafood.kg/dish_image/130970.png
"Мохито 0,5 л",,Напитки,100 с,https://nambafood.kg/dish_image/140853.png
Оливковое масло,,Добавки к плову,100 с,https://nambafood.kg/dish_image/130971.png
Перепелиные яйца 10 шт.,,Добавки к плову,100 с,https://nambafood.kg/dish_image/130983.png
Долма,200 гр.,Добавки к плову,200 с,https://nambafood.kg/dish_image/130984.png
Мясо,500 гр.,Добавки к плову,400 с,https://nambafood.kg/dish_image/130985.png
