Наименование,Описание,Категория,Цена,Фото
Требуха жареная,"250 г. Требуха, болгарский перец, морковь, лук, чеснок, кинза, специи.",Салаты,280 с,https://nambafood.kg/dish_image/121145.png
Огурцы с мясом под острым соусом,"250 г. Говядина, огурцы, помидоры, морковь, кинза, специи.",Салаты,280 с,https://nambafood.kg/dish_image/91456.png
Чимчи,200 г,Салаты,160 с,https://nambafood.kg/dish_image/91470.png
Фунчеза жареная,220 г,Салаты,280 с,https://nambafood.kg/dish_image/121147.png
Жареные шампиньоны с овощами,250 г,Салаты,300 с,https://nambafood.kg/dish_image/91487.png
Салат «Азия»,"300 г. Куриная грудка, огурцы, помидоры, листья салата, яйца, лук репчатый, специи, масло.",Салаты,300 с,https://nambafood.kg/dish_image/114159.png
Шакарап,200 г.,Салаты,180 с,https://nambafood.kg/dish_image/135574.png
Шорпо из говядины,500 г,Первые блюда,250 с,https://nambafood.kg/dish_image/91474.png
Чучвара,500 г. Говядина,Первые блюда,250 с,https://nambafood.kg/dish_image/91462.png
Мясо по-казахски,350 г. Говядина,Первые блюда,250 с,https://nambafood.kg/dish_image/87042.png
Пельмени по-домашнему,500 г,Первые блюда,230 с,https://nambafood.kg/dish_image/121148.png
Куриный суп-лапша,"350 г. Домашняя курица, лапша.",Первые блюда,230 с,https://nambafood.kg/dish_image/87044.png
Солянка сборная,500 г,Первые блюда,250 с,https://nambafood.kg/dish_image/91480.png
Борщ,500 г,Первые блюда,200 с,https://nambafood.kg/dish_image/91475.png
Чимчи рамен,500 г,Первые блюда,260 с,https://nambafood.kg/dish_image/91479.png
Рамен,500 г,Первые блюда,230 с,https://nambafood.kg/dish_image/91478.png
Чимчи-циге,"500 г. Чимчи, говядина, тофу, грибы, южно-корейская приправа, специи.",Первые блюда,270 с,https://nambafood.kg/dish_image/87051.png
"Кукси 0,7 (холодный)",,Первые блюда,200 с,https://nambafood.kg/dish_image/91471.png
Кукси (холодный),,Первые блюда,220 с,https://nambafood.kg/dish_image/91472.png
"Кукси 0,7 (горячий)",,Первые блюда,200 с,https://nambafood.kg/dish_image/121150.png
Кукси (горячий),,Первые блюда,220 с,https://nambafood.kg/dish_image/121152.png
Плов,"300 г. Рис лазер, говядина.",Вторые блюда,280 с,https://nambafood.kg/dish_image/87055.png
Лагман по-домашнему,400 г. Жидкий лагман.,Вторые блюда,260 с,https://nambafood.kg/dish_image/87057.png
Босо лагман,350 г. Жареный лагман.,Вторые блюда,260 с,https://nambafood.kg/dish_image/91477.png
Гюро лагман,350 г,Вторые блюда,260 с,https://nambafood.kg/dish_image/87059.png
Бешбармак,"400 г. Казы, говядина.",Вторые блюда,320 с,https://nambafood.kg/dish_image/87062.png
Куурдак из баранины,360 г,Вторые блюда,470 с,https://nambafood.kg/dish_image/91469.png
Манты из говядины 5 шт,,Вторые блюда,250 с,https://nambafood.kg/dish_image/91468.png
Жареные манты 5 шт,,Вторые блюда,300 с,https://nambafood.kg/dish_image/98706.png
Вареники,"250 г. Картофель, грибы, лук репчатый.",Вторые блюда,200 с,https://nambafood.kg/dish_image/87060.png
Пельмени жареные,250 г,Вторые блюда,260 с,https://nambafood.kg/dish_image/91466.png
Картофель по-домашнему,400 г,Вторые блюда,320 с,https://nambafood.kg/dish_image/91476.png
Мясо с грибами в сливочном соусе,"300 г. Говядина, лук репчатый, шампиньоны, сметана.",Вторые блюда,390 с,https://nambafood.kg/dish_image/87069.png
Фрикасе,"350 г. Филе курицы кусочками, грибы, сметана, сливки, укроп.",Вторые блюда,360 с,https://nambafood.kg/dish_image/91483.png
Хрустящая форель,300 г,Вторые блюда,470 с,https://nambafood.kg/dish_image/91490.png
Запеченная форель,300 г,Вторые блюда,540 с,https://nambafood.kg/dish_image/87085.png
Стейк из говядины,"450 г. Бонфиле, овощи гриль, соус.",Вторые блюда,1000 с,https://nambafood.kg/dish_image/99008.png
Чикен стейк под сыром,"250 г. Куриное филе, сыр чеддер, сыр моцарелла, специи.",Вторые блюда,360 с,https://nambafood.kg/dish_image/99003.png
Бараньи ребра хе,600 г,Вторые блюда,700 с,https://nambafood.kg/dish_image/114163.png
Говядина в пикантном соусе,"300 г. Говядина, лук репчатый, помидор, стручковый перец, соевый соус, специи.",Вторые блюда,370 с,https://nambafood.kg/dish_image/87068.png
Пибим паб,"700 г. Рис, говядина, огурцы, морковь, грибы, тяй, яйцо, джусай, листья салата, говяжий бульон.",Вторые блюда,350 с,https://nambafood.kg/dish_image/91461.png
Печень по-домашнему,"300 г. Печень говяжья, лук, специи.",Вторые блюда,280 с,https://nambafood.kg/dish_image/91464.png
Печень по-китайски,"300 г. Печень говяжья, огурцы, болгарский перец, соя, специи.",Вторые блюда,300 с,https://nambafood.kg/dish_image/87074.png
Курица в кисло-сладком соусе,"320 г. Куриные грудки, лук репчатый, болгарский перец, морковь, томат, специи.",Вторые блюда,350 с,https://nambafood.kg/dish_image/87076.png
Курица под острым соусом,"300 г. Куриное филе, рисовые клецки, стручковый перец, лук репчатый, специи, тяй.",Вторые блюда,350 с,https://nambafood.kg/dish_image/91491.png
Рамдон,"400 г. Тушеная говядина, рамён лапша, яйцо, 2 вида салата.",Вторые блюда,400 с,https://nambafood.kg/dish_image/99007.png
Чикен стейк по-корейски,"250 г. Куриное филе, сыр чеддер, сыр моцарелла, специи, корейская паста.",Вторые блюда,380 с,https://nambafood.kg/dish_image/121155.png
Самсы алатские,,Вторые блюда,70 с,https://nambafood.kg/dish_image/123817.png
Пицца «Цезарь»,"Куриная грудка, пармезан, листья салата, помидор, чеддер, моцарелла.",Пицца,480 с,https://nambafood.kg/dish_image/87096.png
Пицца «Вкус Азии»,"Говядина, сосиски, сервелат, лук, болгарский перец, помидор, сыр.",Пицца,520 с,https://nambafood.kg/dish_image/87095.png
Пицца «Три мяса»,"Куриная грудка, говядина, фарш, помидоры, чеддер, моцарелла.",Пицца,570 с,https://nambafood.kg/dish_image/87098.png
Картофель фри,150 г,Гарниры,130 с,https://nambafood.kg/dish_image/87099.png
Картофель по-деревенски,150 г,Гарниры,150 с,https://nambafood.kg/dish_image/87101.png
Жареный рис с овощами,200 г,Гарниры,150 с,https://nambafood.kg/dish_image/87102.png
Рис,250 г,Гарниры,70 с,https://nambafood.kg/dish_image/87103.png
Лепешка половина,,Гарниры,25 с,https://nambafood.kg/dish_image/87104.png
Лепешка,,Гарниры,50 с,https://nambafood.kg/dish_image/91459.png
Соки в ассортименте,1 л.,Напитки,220 с,https://nambafood.kg/dish_image/87109.png
Coca-Cola 1 л.,1 л.,Напитки,150 с,https://nambafood.kg/dish_image/128240.png
